Date,Mean Observed Flux Prior Day,Mean Adjusted Flux Prior Day,Mean URSI Flux Prior Day,Variation Percentage Observed Flux Prior Day,Variation Percentage Adjusted Flux Prior Day,Variation Percentage URSI Flux Prior Day
2016-01-02,98.10000000000001,94.83333333333333,85.36666666666667,-0.9146341463414691,-0.8412197686645606,-0.8177570093457811
2016-01-03,100.5,97.13333333333333,87.43333333333334,-0.49504950495049505,-0.40983606557376173,-0.34168564920273026
2016-01-04,102.3,98.89999999999999,89.03333333333335,-0.5836575875486326,-0.6036217303823023,-0.6703910614525076
2016-01-05,95.53333333333335,92.39999999999999,83.13333333333334,-1.1434511434511523,-1.0752688172043012,-1.0752688172043077
2016-01-06,94.96666666666665,91.83333333333333,82.66666666666667,1.3800424628450076,1.3172338090011009,1.3414634146341393
2016-01-07,100.36666666666667,97.06666666666668,87.33333333333333,1.5045135406218655,1.5560165975103732,1.6147635524798056
2016-01-08,103.76666666666667,100.33333333333333,90.3,-0.47984644913627633,-0.496031746031746,-0.44101433296582765
2016-01-09,109.43333333333334,105.8,95.2,-0.9057971014492754,-0.843486410496725,-0.8333333333333304
2016-01-10,106.93333333333334,103.39999999999999,93.03333333333335,0.0,0.09680542110359006,0.0
2016-01-11,108.7,105.16666666666667,94.63333333333333,0.5540166204986229,0.4770992366412214,0.5302226935312832
2016-01-12,109.13333333333333,105.56666666666666,95.03333333333335,-0.9074410163339384,-0.9380863039399625,-0.9375000000000059
2016-01-13,105.66666666666667,102.2,91.96666666666665,1.2369172216936362,1.1799410029498554,1.2021857923497206
2016-01-14,103.59999999999998,100.2,90.16666666666667,-0.4826254826254826,-0.499001996007984,-0.5543237250554324
2016-01-15,103.39999999999999,100.03333333333335,90.03333333333335,1.5579357351509195,1.6112789526686895,1.5659955257270597
2016-01-16,103.76666666666667,100.39999999999999,90.36666666666667,0.38572806171648166,0.4985044865403789,0.44296788482835625
2016-01-17,100.83333333333333,97.63333333333333,87.83333333333333,0.19762845849802652,0.20408163265306412,0.11337868480724977
2016-01-18,100.76666666666665,97.5,87.73333333333333,1.4985014985014986,1.5495867768595042,1.607347876004599
2016-01-19,99.8,96.60000000000001,86.96666666666665,-1.2948207171314852,-1.337448559670779,-1.2571428571428507
2016-01-20,97.2,94.06666666666666,84.66666666666667,1.76715176715177,1.7185821697099986,1.7899761336515514
2016-01-21,100.53333333333335,97.33333333333333,87.60000000000001,0.999000999000999,1.0319917440660475,1.0321100917431094
2016-01-22,104.13333333333333,100.86666666666667,90.73333333333333,-1.5238095238095184,-1.4749262536873156,-1.5300546448087493
2016-01-23,100.16666666666667,96.96666666666665,87.3,0.6018054162487405,0.6217616580310822,0.5753739930955121
2016-01-24,98.60000000000001,95.53333333333335,85.96666666666665,2.780638516992794,2.763018065887363,2.715466351829985
2016-01-25,103.16666666666667,99.96666666666665,90.0,0.48732943469785583,0.5030181086519114,0.44692737430168233
2016-01-26,107.60000000000001,104.3,93.86666666666667,-2.023919043238273,-2.087286527514234,-2.0042194092826917
2016-01-27,113.5,110.03333333333335,99.03333333333335,-0.9700176366843107,-0.9099181073703366,-0.9100101112234638
2016-01-28,114.23333333333333,110.8,99.7,-2.4054982817869512,-2.3914968999114286,-2.3622047244094406
2016-01-29,110.76666666666667,107.46666666666665,96.7,-0.1796945193171634,-0.1851851851851878,-0.2057613168724309
2016-01-30,109.5,106.2,95.63333333333333,5.947955390334577,5.842911877394631,5.851063829787234
2016-01-31,104.7,101.60000000000001,91.43333333333334,0.0,0.0,0.10964912280701132
2016-02-01,101.16666666666667,98.23333333333333,88.36666666666667,-1.4720314033366044,-1.415571284125385,-1.4606741573033675
2016-02-02,100.03333333333335,97.13333333333333,87.43333333333334,-0.09999999999999432,-0.10298661174046789,-0.11441647597254981
2016-02-03,102.46666666666665,99.46666666666665,89.53333333333335,0.684261974584558,0.7049345417925507,0.671140939597309
2016-02-04,112.26666666666665,109.06666666666668,98.2,-0.4440497335701599,-0.4570383912248629,-0.5076142131979695
